rack,date,aoi,var,value,position,temp,basket_no,date_sampled,site,collected_by,gps_id,am_pm,bag_no,time_sample12hr...7,time_sample12hr...8,depth_ft,notes,date_CBASS,uniqueID
75C,1/23/26,12,fm,0.2801,6,38,34,20260122,Nuuuli North,RC,GPS3,PM,65,4:22:00,16:22:00,5,NA,20260123,89
75C,1/23/26,12,y_ii_,0.155,6,38,34,20260122,Nuuuli North,RC,GPS3,PM,65,4:22:00,16:22:00,5,NA,20260123,89
75C,1/23/26,13,f,0.0841,7,38,44,20260122,Nuuuli North,TC,GPS1,PM,6,5:03:00,17:03:00,4,top of the big patch of 3,20260123,111
75C,1/23/26,13,fm,0.0958,7,38,44,20260122,Nuuuli North,TC,GPS1,PM,6,5:03:00,17:03:00,4,top of the big patch of 3,20260123,111
75C,1/23/26,13,y_ii_,0.122,7,38,44,20260122,Nuuuli North,TC,GPS1,PM,6,5:03:00,17:03:00,4,top of the big patch of 3,20260123,111
75C,1/23/26,14,f,0.2165,7,38,44,20260122,Nuuuli North,TC,GPS1,PM,6,5:03:00,17:03:00,4,top of the big patch of 3,20260123,111
75C,1/23/26,14,fm,0.2625,7,38,44,20260122,Nuuuli North,TC,GPS1,PM,6,5:03:00,17:03:00,4,top of the big patch of 3,20260123,111
75C,1/23/26,14,y_ii_,0.175,7,38,44,20260122,Nuuuli North,TC,GPS1,PM,6,5:03:00,17:03:00,4,top of the big patch of 3,20260123,111
75C,1/23/26,15,f,0.0523,8,38,18,20260122,Nuuuli North,RC,GPS3,PM,26,5:09:00,17:09:00,2,NA,20260123,93
75C,1/23/26,15,fm,0.0587,8,38,18,20260122,Nuuuli North,RC,GPS3,PM,26,5:09:00,17:09:00,2,NA,20260123,93
75C,1/23/26,15,y_ii_,0.108,8,38,18,20260122,Nuuuli North,RC,GPS3,PM,26,5:09:00,17:09:00,2,NA,20260123,93
75C,1/23/26,16,f,0.0821,8,38,18,20260122,Nuuuli North,RC,GPS3,PM,26,5:09:00,17:09:00,2,NA,20260123,93
75C,1/23/26,16,fm,0.0943,8,38,18,20260122,Nuuuli North,RC,GPS3,PM,26,5:09:00,17:09:00,2,NA,20260123,93
75C,1/23/26,16,y_ii_,0.13,8,38,18,20260122,Nuuuli North,RC,GPS3,PM,26,5:09:00,17:09:00,2,NA,20260123,93
76B,1/20/26,1,f,0.1496,1,35,15,20260119,Gataivai,SM,GPS4,PM,5,3:34:00,15:34:00,3,NA,20260120,5
76B,1/20/26,1,fm,0.2419,1,35,15,20260119,Gataivai,SM,GPS4,PM,5,3:34:00,15:34:00,3,NA,20260120,5
76B,1/20/26,1,y_ii_,0.382,1,35,15,20260119,Gataivai,SM,GPS4,PM,5,3:34:00,15:34:00,3,NA,20260120,5
76B,1/20/26,2,f,0.1442,1,35,15,20260119,Gataivai,SM,GPS4,PM,5,3:34:00,15:34:00,3,NA,20260120,5
76B,1/20/26,2,fm,0.2654,1,35,15,20260119,Gataivai,SM,GPS4,PM,5,3:34:00,15:34:00,3,NA,20260120,5
76B,1/20/26,2,y_ii_,0.457,1,35,15,20260119,Gataivai,SM,GPS4,PM,5,3:34:00,15:34:00,3,NA,20260120,5
76B,1/20/26,3,f,0.1896,2,35,28,20260119,Nuuuli,TC,GPS1,PM,30,5:51:00,17:51:00,2,NA,20260120,22
76B,1/20/26,3,fm,0.3328,2,35,28,20260119,Nuuuli,TC,GPS1,PM,30,5:51:00,17:51:00,2,NA,20260120,22
76B,1/20/26,3,y_ii_,0.43,2,35,28,20260119,Nuuuli,TC,GPS1,PM,30,5:51:00,17:51:00,2,NA,20260120,22
76B,1/20/26,4,f,0.2043,2,35,28,20260119,Nuuuli,TC,GPS1,PM,30,5:51:00,17:51:00,2,NA,20260120,22
76B,1/20/26,4,fm,0.3563,2,35,28,20260119,Nuuuli,TC,GPS1,PM,30,5:51:00,17:51:00,2,NA,20260120,22
76B,1/20/26,4,y_ii_,0.427,2,35,28,20260119,Nuuuli,TC,GPS1,PM,30,5:51:00,17:51:00,2,NA,20260120,22
76B,1/20/26,5,f,0.1535,3,35,29,20260119,Nuuuli,TC,GPS1,PM,38,4:56:00,16:56:00,2,NA,20260120,17
76B,1/20/26,5,fm,0.2713,3,35,29,20260119,Nuuuli,TC,GPS1,PM,38,4:56:00,16:56:00,2,NA,20260120,17
76B,1/20/26,5,y_ii_,0.434,3,35,29,20260119,Nuuuli,TC,GPS1,PM,38,4:56:00,16:56:00,2,NA,20260120,17
76B,1/20/26,6,f,0.1569,3,35,29,20260119,Nuuuli,TC,GPS1,PM,38,4:56:00,16:56:00,2,NA,20260120,17
76B,1/20/26,6,fm,0.2713,3,35,29,20260119,Nuuuli,TC,GPS1,PM,38,4:56:00,16:56:00,2,NA,20260120,17
76B,1/20/26,6,y_ii_,0.422,3,35,29,20260119,Nuuuli,TC,GPS1,PM,38,4:56:00,16:56:00,2,NA,20260120,17
76B,1/20/26,7,f,0.219,4,35,13,20260119,Nuuuli,RC,GPS3,PM,9,4:58:00,16:58:00,3,NA,20260120,29
76B,1/20/26,7,fm,0.3822,4,35,13,20260119,Nuuuli,RC,GPS3,PM,9,4:58:00,16:58:00,3,NA,20260120,29
76B,1/20/26,7,y_ii_,0.427,4,35,13,20260119,Nuuuli,RC,GPS3,PM,9,4:58:00,16:58:00,3,NA,20260120,29
76B,1/20/26,8,f,0.1774,4,35,13,20260119,Nuuuli,RC,GPS3,PM,9,4:58:00,16:58:00,3,NA,20260120,29
76B,1/20/26,8,fm,0.3182,4,35,13,20260119,Nuuuli,RC,GPS3,PM,9,4:58:00,16:58:00,3,NA,20260120,29
76B,1/20/26,8,y_ii_,0.442,4,35,13,20260119,Nuuuli,RC,GPS3,PM,9,4:58:00,16:58:00,3,NA,20260120,29
76B,1/20/26,9,f,0.1574,5,35,38,20260119,Gataivai,RC,GPS3,PM,13,3:48:00,15:48:00,5,NA,20260120,26
76B,1/20/26,9,fm,0.2859,5,35,38,20260119,Gataivai,RC,GPS3,PM,13,3:48:00,15:48:00,5,NA,20260120,26
76B,1/20/26,9,y_ii_,0.45,5,35,38,20260119,Gataivai,RC,GPS3,PM,13,3:48:00,15:48:00,5,NA,20260120,26
76B,1/20/26,10,f,0.1608,5,35,38,20260119,Gataivai,RC,GPS3,PM,13,3:48:00,15:48:00,5,NA,20260120,26
76B,1/20/26,10,fm,0.2913,5,35,38,20260119,Gataivai,RC,GPS3,PM,13,3:48:00,15:48:00,5,NA,20260120,26
76B,1/20/26,10,y_ii_,0.448,5,35,38,20260119,Gataivai,RC,GPS3,PM,13,3:48:00,15:48:00,5,NA,20260120,26
76B,1/20/26,11,f,0.1598,6,35,40,20260119,Nuuuli,RC,GPS3,PM,59,5:21:00,17:21:00,3,"bleached tops, blue mesh bag photo",20260120,31
76B,1/20/26,11,fm,0.283,6,35,40,20260119,Nuuuli,RC,GPS3,PM,59,5:21:00,17:21:00,3,"bleached tops, blue mesh bag photo",20260120,31
76B,1/20/26,11,y_ii_,0.435,6,35,40,20260119,Nuuuli,RC,GPS3,PM,59,5:21:00,17:21:00,3,"bleached tops, blue mesh bag photo",20260120,31
76B,1/20/26,12,f,0.1647,6,35,40,20260119,Nuuuli,RC,GPS3,PM,59,5:21:00,17:21:00,3,"bleached tops, blue mesh bag photo",20260120,31
76B,1/20/26,12,fm,0.2913,6,35,40,20260119,Nuuuli,RC,GPS3,PM,59,5:21:00,17:21:00,3,"bleached tops, blue mesh bag photo",20260120,31
76B,1/20/26,12,y_ii_,0.435,6,35,40,20260119,Nuuuli,RC,GPS3,PM,59,5:21:00,17:21:00,3,"bleached tops, blue mesh bag photo",20260120,31
76B,1/20/26,13,f,0.1843,7,35,42,20260119,Gataivai,TC,GPS1,PM,16,3:23:00,15:23:00,8,NA,20260120,14
76B,1/20/26,13,fm,0.3372,7,35,42,20260119,Gataivai,TC,GPS1,PM,16,3:23:00,15:23:00,8,NA,20260120,14
76B,1/20/26,13,y_ii_,0.454,7,35,42,20260119,Gataivai,TC,GPS1,PM,16,3:23:00,15:23:00,8,NA,20260120,14
76B,1/20/26,14,f,0.1623,7,35,42,20260119,Gataivai,TC,GPS1,PM,16,3:23:00,15:23:00,8,NA,20260120,14
76B,1/20/26,14,fm,0.3045,7,35,42,20260119,Gataivai,TC,GPS1,PM,16,3:23:00,15:23:00,8,NA,20260120,14
76B,1/20/26,14,y_ii_,0.467,7,35,42,20260119,Gataivai,TC,GPS1,PM,16,3:23:00,15:23:00,8,NA,20260120,14
76B,1/20/26,15,f,0.1564,8,35,43,20260119,Gataivai,SM,GPS4,PM,57,3:30:00,15:30:00,2,NA,20260120,4
76B,1/20/26,15,fm,0.2977,8,35,43,20260119,Gataivai,SM,GPS4,PM,57,3:30:00,15:30:00,2,NA,20260120,4
76B,1/20/26,15,y_ii_,0.475,8,35,43,20260119,Gataivai,SM,GPS4,PM,57,3:30:00,15:30:00,2,NA,20260120,4
76B,1/20/26,16,f,0.1388,8,35,43,20260119,Gataivai,SM,GPS4,PM,57,3:30:00,15:30:00,2,NA,20260120,4
76B,1/20/26,16,fm,0.261,8,35,43,20260119,Gataivai,SM,GPS4,PM,57,3:30:00,15:30:00,2,NA,20260120,4
76B,1/20/26,16,y_ii_,0.468,8,35,43,20260119,Gataivai,SM,GPS4,PM,57,3:30:00,15:30:00,2,NA,20260120,4
76F,1/22/26,1,f,0.1735,1,35,30,20260121,Amouli,TC,GPS1,AM,79,11:18:00,11:18:00,2.5,NA,20260122,64
76F,1/22/26,1,fm,0.3441,1,35,30,20260121,Amouli,TC,GPS1,AM,79,11:18:00,11:18:00,2.5,NA,20260122,64
76F,1/22/26,1,y_ii_,0.496,1,35,30,20260121,Amouli,TC,GPS1,AM,79,11:18:00,11:18:00,2.5,NA,20260122,64
76F,1/22/26,2,f,0.1686,1,35,30,20260121,Amouli,TC,GPS1,AM,79,11:18:00,11:18:00,2.5,NA,20260122,64
76F,1/22/26,2,fm,0.3368,1,35,30,20260121,Amouli,TC,GPS1,AM,79,11:18:00,11:18:00,2.5,NA,20260122,64
76F,1/22/26,2,y_ii_,0.499,1,35,30,20260121,Amouli,TC,GPS1,AM,79,11:18:00,11:18:00,2.5,NA,20260122,64
76F,1/22/26,3,f,0.1706,2,35,41,20260120,Fatu Rock,SM,GPS4,PM,82,6:00:00,18:00:00,2.5,NA,20260122,32
76F,1/22/26,3,fm,0.3265,2,35,41,20260120,Fatu Rock,SM,GPS4,PM,82,6:00:00,18:00:00,2.5,NA,20260122,32
76F,1/22/26,3,y_ii_,0.478,2,35,41,20260120,Fatu Rock,SM,GPS4,PM,82,6:00:00,18:00:00,2.5,NA,20260122,32
76F,1/22/26,4,f,0.1872,2,35,41,20260120,Fatu Rock,SM,GPS4,PM,82,6:00:00,18:00:00,2.5,NA,20260122,32
76F,1/22/26,4,fm,0.347,2,35,41,20260120,Fatu Rock,SM,GPS4,PM,82,6:00:00,18:00:00,2.5,NA,20260122,32
76F,1/22/26,4,y_ii_,0.461,2,35,41,20260120,Fatu Rock,SM,GPS4,PM,82,6:00:00,18:00:00,2.5,NA,20260122,32
76F,1/22/26,5,f,0.2028,3,35,42,20260121,Alofau,RC,GPS3,AM,54,10:12:00,10:12:00,6,NA,20260122,73
76F,1/22/26,5,fm,0.4154,3,35,42,20260121,Alofau,RC,GPS3,AM,54,10:12:00,10:12:00,6,NA,20260122,73
76F,1/22/26,5,y_ii_,0.512,3,35,42,20260121,Alofau,RC,GPS3,AM,54,10:12:00,10:12:00,6,NA,20260122,73
76F,1/22/26,6,f,0.1843,3,35,42,20260121,Alofau,RC,GPS3,AM,54,10:12:00,10:12:00,6,NA,20260122,73
76F,1/22/26,6,fm,0.3812,3,35,42,20260121,Alofau,RC,GPS3,AM,54,10:12:00,10:12:00,6,NA,20260122,73
76F,1/22/26,6,y_ii_,0.517,3,35,42,20260121,Alofau,RC,GPS3,AM,54,10:12:00,10:12:00,6,NA,20260122,73
76F,1/22/26,7,f,0.1701,4,35,16,20260120,Fatu Rock,TC,GPS1,PM,92,5:12:00,17:12:00,1,NA,20260122,35
76F,1/22/26,7,fm,0.3485,4,35,16,20260120,Fatu Rock,TC,GPS1,PM,92,5:12:00,17:12:00,1,NA,20260122,35
76F,1/22/26,7,y_ii_,0.512,4,35,16,20260120,Fatu Rock,TC,GPS1,PM,92,5:12:00,17:12:00,1,NA,20260122,35
76F,1/22/26,8,f,0.2023,4,35,16,20260120,Fatu Rock,TC,GPS1,PM,92,5:12:00,17:12:00,1,NA,20260122,35
76F,1/22/26,8,fm,0.3866,4,35,16,20260120,Fatu Rock,TC,GPS1,PM,92,5:12:00,17:12:00,1,NA,20260122,35
76F,1/22/26,8,y_ii_,0.477,4,35,16,20260120,Fatu Rock,TC,GPS1,PM,92,5:12:00,17:12:00,1,NA,20260122,35
76F,1/22/26,9,f,0.175,5,35,23,20260121,Amouli,SM,GPS4,AM,1,8:24:00,8:24:00,5,NA,20260122,39
76F,1/22/26,9,fm,0.304,5,35,23,20260121,Amouli,SM,GPS4,AM,1,8:24:00,8:24:00,5,NA,20260122,39
76F,1/22/26,9,y_ii_,0.424,5,35,23,20260121,Amouli,SM,GPS4,AM,1,8:24:00,8:24:00,5,NA,20260122,39
76F,1/22/26,10,f,0.1764,5,35,23,20260121,Amouli,SM,GPS4,AM,1,8:24:00,8:24:00,5,NA,20260122,39
76F,1/22/26,10,fm,0.3089,5,35,23,20260121,Amouli,SM,GPS4,AM,1,8:24:00,8:24:00,5,NA,20260122,39
76F,1/22/26,10,y_ii_,0.429,5,35,23,20260121,Amouli,SM,GPS4,AM,1,8:24:00,8:24:00,5,NA,20260122,39
76F,1/22/26,11,f,0.1901,6,35,46,20260121,Amouli,SM,GPS4,AM,86,8:42:00,8:42:00,2,NA,20260122,43
76F,1/22/26,11,fm,0.3803,6,35,46,20260121,Amouli,SM,GPS4,AM,86,8:42:00,8:42:00,2,NA,20260122,43
76F,1/22/26,11,y_ii_,0.5,6,35,46,20260121,Amouli,SM,GPS4,AM,86,8:42:00,8:42:00,2,NA,20260122,43
76F,1/22/26,12,f,0.1843,6,35,46,20260121,Amouli,SM,GPS4,AM,86,8:42:00,8:42:00,2,NA,20260122,43
76F,1/22/26,12,fm,0.3627,6,35,46,20260121,Amouli,SM,GPS4,AM,86,8:42:00,8:42:00,2,NA,20260122,43
76F,1/22/26,12,y_ii_,0.492,6,35,46,20260121,Amouli,SM,GPS4,AM,86,8:42:00,8:42:00,2,NA,20260122,43
83A,1/23/26,1,f,0.1041,1,37,37,20260122,Nuuuli North,TC,GPS1,PM,82,5:10:00,17:10:00,4,right of the big patch,20260123,113
83A,1/23/26,1,fm,0.1779,1,37,37,20260122,Nuuuli North,TC,GPS1,PM,82,5:10:00,17:10:00,4,right of the big patch,20260123,113
83A,1/23/26,1,y_ii_,0.415,1,37,37,20260122,Nuuuli North,TC,GPS1,PM,82,5:10:00,17:10:00,4,right of the big patch,20260123,113
83A,1/23/26,2,f,0.0909,1,37,37,20260122,Nuuuli North,TC,GPS1,PM,82,5:10:00,17:10:00,4,right of the big patch,20260123,113
83A,1/23/26,2,fm,0.1535,1,37,37,20260122,Nuuuli North,TC,GPS1,PM,82,5:10:00,17:10:00,4,right of the big patch,20260123,113
83A,1/23/26,2,y_ii_,0.408,1,37,37,20260122,Nuuuli North,TC,GPS1,PM,82,5:10:00,17:10:00,4,right of the big patch,20260123,113
83A,1/23/26,3,f,0.174,2,37,47,20260122,Nuuuli North,RC,GPS3,PM,24,5:13:00,17:13:00,5,NA,20260123,94
83A,1/23/26,3,fm,0.2962,2,37,47,20260122,Nuuuli North,RC,GPS3,PM,24,5:13:00,17:13:00,5,NA,20260123,94
83A,1/23/26,3,y_ii_,0.413,2,37,47,20260122,Nuuuli North,RC,GPS3,PM,24,5:13:00,17:13:00,5,NA,20260123,94
83A,1/23/26,4,f,0.1794,2,37,47,20260122,Nuuuli North,RC,GPS3,PM,24,5:13:00,17:13:00,5,NA,20260123,94
83A,1/23/26,4,fm,0.3079,2,37,47,20260122,Nuuuli North,RC,GPS3,PM,24,5:13:00,17:13:00,5,NA,20260123,94
83A,1/23/26,4,y_ii_,0.417,2,37,47,20260122,Nuuuli North,RC,GPS3,PM,24,5:13:00,17:13:00,5,NA,20260123,94
83A,1/23/26,5,f,0.1999,3,37,26,20260122,Nuuuli,TC,GPS1,PM,80,2:48:00,14:48:00,2,NA,20260123,100
83A,1/23/26,5,fm,0.2781,3,37,26,20260122,Nuuuli,TC,GPS1,PM,80,2:48:00,14:48:00,2,NA,20260123,100
83A,1/23/26,5,y_ii_,0.281,3,37,26,20260122,Nuuuli,TC,GPS1,PM,80,2:48:00,14:48:00,2,NA,20260123,100
83A,1/23/26,6,f,0.2067,3,37,26,20260122,Nuuuli,TC,GPS1,PM,80,2:48:00,14:48:00,2,NA,20260123,100
83A,1/23/26,6,fm,0.2874,3,37,26,20260122,Nuuuli,TC,GPS1,PM,80,2:48:00,14:48:00,2,NA,20260123,100
83A,1/23/26,6,y_ii_,0.281,3,37,26,20260122,Nuuuli,TC,GPS1,PM,80,2:48:00,14:48:00,2,NA,20260123,100
83A,1/23/26,7,f,0.1056,4,37,46,20260122,Nuuuli North,RC,GPS3,PM,27,4:17:00,16:17:00,5,NA,20260123,88
83A,1/23/26,7,fm,0.1672,4,37,46,20260122,Nuuuli North,RC,GPS3,PM,27,4:17:00,16:17:00,5,NA,20260123,88
83A,1/23/26,7,y_ii_,0.368,4,37,46,20260122,Nuuuli North,RC,GPS3,PM,27,4:17:00,16:17:00,5,NA,20260123,88
83A,1/23/26,8,f,0.1339,4,37,46,20260122,Nuuuli North,RC,GPS3,PM,27,4:17:00,16:17:00,5,NA,20260123,88
83A,1/23/26,8,fm,0.2243,4,37,46,20260122,Nuuuli North,RC,GPS3,PM,27,4:17:00,16:17:00,5,NA,20260123,88
83A,1/23/26,8,y_ii_,0.403,4,37,46,20260122,Nuuuli North,RC,GPS3,PM,27,4:17:00,16:17:00,5,NA,20260123,88
83A,1/23/26,9,f,0.2605,5,37,13,20260122,Nuuuli,RC,GPS3,PM,61,2:07:00,14:07:00,2,NA,20260123,81
83A,1/23/26,9,fm,0.4003,5,37,13,20260122,Nuuuli,RC,GPS3,PM,61,2:07:00,14:07:00,2,NA,20260123,81
83A,1/23/26,9,y_ii_,0.349,5,37,13,20260122,Nuuuli,RC,GPS3,PM,61,2:07:00,14:07:00,2,NA,20260123,81
83A,1/23/26,10,f,0.2634,5,37,13,20260122,Nuuuli,RC,GPS3,PM,61,2:07:00,14:07:00,2,NA,20260123,81
83A,1/23/26,10,fm,0.4164,5,37,13,20260122,Nuuuli,RC,GPS3,PM,61,2:07:00,14:07:00,2,NA,20260123,81
83A,1/23/26,10,y_ii_,0.367,5,37,13,20260122,Nuuuli,RC,GPS3,PM,61,2:07:00,14:07:00,2,NA,20260123,81
83A,1/23/26,11,f,0.1398,6,37,23,20260122,Nuuuli North,TC,GPS1,PM,49,4:41:00,16:41:00,6,NA,20260123,109
83A,1/23/26,11,fm,0.2326,6,37,23,20260122,Nuuuli North,TC,GPS1,PM,49,4:41:00,16:41:00,6,NA,20260123,109
83A,1/23/26,11,y_ii_,0.399,6,37,23,20260122,Nuuuli North,TC,GPS1,PM,49,4:41:00,16:41:00,6,NA,20260123,109
83A,1/23/26,12,f,0.1559,6,37,23,20260122,Nuuuli North,TC,GPS1,PM,49,4:41:00,16:41:00,6,NA,20260123,109
83A,1/23/26,12,fm,0.2537,6,37,23,20260122,Nuuuli North,TC,GPS1,PM,49,4:41:00,16:41:00,6,NA,20260123,109
83A,1/23/26,12,y_ii_,0.385,6,37,23,20260122,Nuuuli North,TC,GPS1,PM,49,4:41:00,16:41:00,6,NA,20260123,109
83A,1/23/26,13,f,0.2058,7,37,36,20260122,Nuuuli,TC,GPS1,PM,86,2:51:00,14:51:00,2,NA,20260123,101
83A,1/23/26,13,fm,0.3011,7,37,36,20260122,Nuuuli,TC,GPS1,PM,86,2:51:00,14:51:00,2,NA,20260123,101
83A,1/23/26,13,y_ii_,0.317,7,37,36,20260122,Nuuuli,TC,GPS1,PM,86,2:51:00,14:51:00,2,NA,20260123,101
83A,1/23/26,14,f,0.2087,7,37,36,20260122,Nuuuli,TC,GPS1,PM,86,2:51:00,14:51:00,2,NA,20260123,101
83A,1/23/26,14,fm,0.2933,7,37,36,20260122,Nuuuli,TC,GPS1,PM,86,2:51:00,14:51:00,2,NA,20260123,101
83A,1/23/26,14,y_ii_,0.288,7,37,36,20260122,Nuuuli,TC,GPS1,PM,86,2:51:00,14:51:00,2,NA,20260123,101
83A,1/23/26,15,f,0.1867,8,37,43,20260122,Nuuuli North,RC,GPS3,PM,23,4:40:00,16:40:00,7,NA,20260123,91
83A,1/23/26,15,fm,0.263,8,37,43,20260122,Nuuuli North,RC,GPS3,PM,23,4:40:00,16:40:00,7,NA,20260123,91
83A,1/23/26,15,y_ii_,0.29,8,37,43,20260122,Nuuuli North,RC,GPS3,PM,23,4:40:00,16:40:00,7,NA,20260123,91
83A,1/23/26,16,f,0.1808,8,37,43,20260122,Nuuuli North,RC,GPS3,PM,23,4:40:00,16:40:00,7,NA,20260123,91
83A,1/23/26,16,fm,0.241,8,37,43,20260122,Nuuuli North,RC,GPS3,PM,23,4:40:00,16:40:00,7,NA,20260123,91
83A,1/23/26,16,y_ii_,0.249,8,37,43,20260122,Nuuuli North,RC,GPS3,PM,23,4:40:00,16:40:00,7,NA,20260123,91
83B,1/22/26,1,f,0.1339,1,37,22,20260121,Amouli,TC,GPS1,AM,98,11:22:00,11:22:00,3,NA,20260122,65
83B,1/22/26,1,fm,0.2649,1,37,22,20260121,Amouli,TC,GPS1,AM,98,11:22:00,11:22:00,3,NA,20260122,65
83B,1/22/26,1,y_ii_,0.494,1,37,22,20260121,Amouli,TC,GPS1,AM,98,11:22:00,11:22:00,3,NA,20260122,65
83B,1/22/26,2,f,0.1202,1,37,22,20260121,Amouli,TC,GPS1,AM,98,11:22:00,11:22:00,3,NA,20260122,65
83B,1/22/26,2,fm,0.2414,1,37,22,20260121,Amouli,TC,GPS1,AM,98,11:22:00,11:22:00,3,NA,20260122,65
83B,1/22/26,2,y_ii_,0.502,1,37,22,20260121,Amouli,TC,GPS1,AM,98,11:22:00,11:22:00,3,NA,20260122,65
83B,1/22/26,3,f,0.1486,2,37,19,20260121,Amouli,RC,GPS3,AM,56,11:23:00,11:23:00,2,NA,20260122,78
83B,1/22/26,3,fm,0.2801,2,37,19,20260121,Amouli,RC,GPS3,AM,56,11:23:00,11:23:00,2,NA,20260122,78
83B,1/22/26,3,y_ii_,0.469,2,37,19,20260121,Amouli,RC,GPS3,AM,56,11:23:00,11:23:00,2,NA,20260122,78
83B,1/22/26,4,f,0.1579,2,37,19,20260121,Amouli,RC,GPS3,AM,56,11:23:00,11:23:00,2,NA,20260122,78
83B,1/22/26,4,fm,0.2791,2,37,19,20260121,Amouli,RC,GPS3,AM,56,11:23:00,11:23:00,2,NA,20260122,78
83B,1/22/26,4,y_ii_,0.434,2,37,19,20260121,Amouli,RC,GPS3,AM,56,11:23:00,11:23:00,2,NA,20260122,78
83B,1/22/26,5,f,0.1891,3,37,17,20260121,Alofau,TC,GPS1,AM,99,10:37:00,10:37:00,9,NA,20260122,62
83B,1/22/26,5,fm,0.3211,3,37,17,20260121,Alofau,TC,GPS1,AM,99,10:37:00,10:37:00,9,NA,20260122,62
83B,1/22/26,5,y_ii_,0.411,3,37,17,20260121,Alofau,TC,GPS1,AM,99,10:37:00,10:37:00,9,NA,20260122,62
83B,1/22/26,6,f,0.1852,3,37,17,20260121,Alofau,TC,GPS1,AM,99,10:37:00,10:37:00,9,NA,20260122,62
83B,1/22/26,6,fm,0.3211,3,37,17,20260121,Alofau,TC,GPS1,AM,99,10:37:00,10:37:00,9,NA,20260122,62
83B,1/22/26,6,y_ii_,0.423,3,37,17,20260121,Alofau,TC,GPS1,AM,99,10:37:00,10:37:00,9,NA,20260122,62
83B,1/22/26,7,f,0.2366,4,37,28,20260121,Amouli,TC,GPS1,AM,15,8:54:00,8:54:00,3,NA,20260122,58
83B,1/22/26,7,fm,0.3651,4,37,28,20260121,Amouli,TC,GPS1,AM,15,8:54:00,8:54:00,3,NA,20260122,58
83B,1/22/26,7,y_ii_,0.352,4,37,28,20260121,Amouli,TC,GPS1,AM,15,8:54:00,8:54:00,3,NA,20260122,58
83B,1/22/26,8,f,0.2361,4,37,28,20260121,Amouli,TC,GPS1,AM,15,8:54:00,8:54:00,3,NA,20260122,58
83B,1/22/26,8,fm,0.3666,4,37,28,20260121,Amouli,TC,GPS1,AM,15,8:54:00,8:54:00,3,NA,20260122,58
83B,1/22/26,8,y_ii_,0.356,4,37,28,20260121,Amouli,TC,GPS1,AM,15,8:54:00,8:54:00,3,NA,20260122,58
83B,1/22/26,9,f,0.1975,5,37,27,20260121,Amouli,RC,GPS3,AM,60,8:50:00,8:50:00,3,NA,20260122,67
83B,1/22/26,9,fm,0.3304,5,37,27,20260121,Amouli,RC,GPS3,AM,60,8:50:00,8:50:00,3,NA,20260122,67
83B,1/22/26,9,y_ii_,0.402,5,37,27,20260121,Amouli,RC,GPS3,AM,60,8:50:00,8:50:00,3,NA,20260122,67
83B,1/22/26,10,f,0.1852,5,37,27,20260121,Amouli,RC,GPS3,AM,60,8:50:00,8:50:00,3,NA,20260122,67
83B,1/22/26,10,fm,0.2727,5,37,27,20260121,Amouli,RC,GPS3,AM,60,8:50:00,8:50:00,3,NA,20260122,67
83B,1/22/26,10,y_ii_,0.321,5,37,27,20260121,Amouli,RC,GPS3,AM,60,8:50:00,8:50:00,3,NA,20260122,67
83B,1/22/26,11,f,0.1872,6,37,20,20260121,Amouli,SM,GPS4,AM,81,8:37:00,8:37:00,3,NA,20260122,42
83B,1/22/26,11,fm,0.282,6,37,20,20260121,Amouli,SM,GPS4,AM,81,8:37:00,8:37:00,3,NA,20260122,42
83B,1/22/26,11,y_ii_,0.336,6,37,20,20260121,Amouli,SM,GPS4,AM,81,8:37:00,8:37:00,3,NA,20260122,42
83B,1/22/26,12,f,0.1921,6,37,20,20260121,Amouli,SM,GPS4,AM,81,8:37:00,8:37:00,3,NA,20260122,42
83B,1/22/26,12,fm,0.3123,6,37,20,20260121,Amouli,SM,GPS4,AM,81,8:37:00,8:37:00,3,NA,20260122,42
83B,1/22/26,12,y_ii_,0.385,6,37,20,20260121,Amouli,SM,GPS4,AM,81,8:37:00,8:37:00,3,NA,20260122,42
83B,1/22/26,13,f,0.1554,7,37,15,20260121,Alofau,RC,GPS3,AM,52,10:04:00,10:04:00,3,NA,20260122,72
83B,1/22/26,13,fm,0.2405,7,37,15,20260121,Alofau,RC,GPS3,AM,52,10:04:00,10:04:00,3,NA,20260122,72
83B,1/22/26,13,y_ii_,0.354,7,37,15,20260121,Alofau,RC,GPS3,AM,52,10:04:00,10:04:00,3,NA,20260122,72
83B,1/22/26,14,f,0.1716,7,37,15,20260121,Alofau,RC,GPS3,AM,52,10:04:00,10:04:00,3,NA,20260122,72
83B,1/22/26,14,fm,0.2395,7,37,15,20260121,Alofau,RC,GPS3,AM,52,10:04:00,10:04:00,3,NA,20260122,72
83B,1/22/26,14,y_ii_,0.284,7,37,15,20260121,Alofau,RC,GPS3,AM,52,10:04:00,10:04:00,3,NA,20260122,72
83B,1/22/26,15,f,0.0821,8,37,BAG71,20260121,Alofau,TC,GPS1,AM,71,9:50:00,9:50:00,4,NA,20260122,59
83B,1/22/26,15,fm,0.0943,8,37,BAG71,20260121,Alofau,TC,GPS1,AM,71,9:50:00,9:50:00,4,NA,20260122,59
83B,1/22/26,15,y_ii_,0.13,8,37,BAG71,20260121,Alofau,TC,GPS1,AM,71,9:50:00,9:50:00,4,NA,20260122,59
